Incident_ID,Timestamp,Target_Department,Sender_Domain,Phishing_Type,Employee_Action
INC-2026-12927,2026-02-24 13:36,Operations,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-12928,2026-01-09 11:00,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-12929,2026-01-16 17:12,HR,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-12930,2026-01-08 8:02,Sales,secure-bank-login.net,Malware Delivery,Reported to IT
INC-2026-12931,2026-03-22 12:11,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12932,2026-02-01 5:23,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-12933,2026-03-29 11:44,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-12934,2026-01-28 23:09,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-12935,2026-03-08 2:38,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-12936,2026-02-19 21:00,Sales,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-12937,2026-02-01 14:10,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12938,2026-03-21 18:30,HR,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-12939,2026-03-10 19:22,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-12940,2026-03-27 21:50,Finance,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-12941,2026-02-15 6:22,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-12942,2026-02-06 18:15,Operations,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12943,2026-03-02 0:52,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-12944,2026-01-16 23:36,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-12945,2026-02-14 0:40,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12946,2026-01-26 16:50,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-12947,2026-01-28 3:50,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-12948,2026-03-20 23:39,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-12949,2026-01-05 10:32,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-12950,2026-02-19 11:59,Operations,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-12951,2026-02-24 2:40,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-12952,2026-03-19 7:01,Sales,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-12953,2026-03-07 4:41,Finance,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-12954,2026-01-17 11:55,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12955,2026-02-07 0:11,HR,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-12956,2026-02-11 10:36,Finance,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-12957,2026-01-04 10:16,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-12958,2026-01-01 11:22,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-12959,2026-01-29 22:37,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12960,2026-03-13 22:15,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-12961,2026-03-29 5:01,Sales,hr-benefits-portal.org,BEC/Whaling,Clicked Link
INC-2026-12962,2026-02-09 0:30,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12963,2026-03-02 8:12,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-12964,2026-02-11 13:09,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-12965,2026-02-11 3:37,Finance,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-12966,2026-02-18 2:40,HR,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-12967,2026-02-18 15:17,Finance,invoice-processing.co,Urgent Invoice,Downloaded Attachment
INC-2026-12968,2026-03-09 4:26,Finance,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-12969,2026-03-31 9:12,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12970,2026-01-01 6:55,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-12971,2026-01-08 9:13,Finance,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-12972,2026-02-12 4:37,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12973,2026-02-08 0:41,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12974,2026-02-16 22:05,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-12975,2026-01-31 0:48,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12976,2026-02-08 12:59,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-12977,2026-01-15 18:40,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-12978,2026-03-02 14:02,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12979,2026-01-29 22:19,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-12980,2026-01-09 6:52,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12981,2026-02-15 0:59,Sales,micros0ft-security.com,Credential Harvesting,Reported to IT
INC-2026-12982,2026-03-17 19:02,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-12983,2026-02-23 5:59,Operations,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-12984,2026-01-30 22:33,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-12985,2026-03-20 13:00,HR,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-12986,2026-01-15 1:13,HR,invoice-processing.co,Malware Delivery,Ignored
INC-2026-12987,2026-03-21 1:13,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-12988,2026-03-01 12:34,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-12989,2026-03-10 5:20,Operations,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-12990,2026-03-02 2:07,HR,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-12991,2026-02-06 5:29,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-12992,2026-01-14 20:06,HR,invoice-processing.co,Malware Delivery,Clicked Link
INC-2026-12993,2026-02-11 5:57,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-12994,2026-02-14 0:28,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-12995,2026-03-29 9:17,Finance,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-12996,2026-01-25 23:52,Finance,invoice-processing.co,Credential Harvesting,Reported to IT
INC-2026-12997,2026-01-06 0:15,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-12998,2026-03-25 8:51,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-12999,2026-03-16 3:33,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13000,2026-03-21 22:50,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13001,2026-03-22 15:35,Finance,invoice-processing.co,Credential Harvesting,Deleted
INC-2026-13002,2026-03-08 7:49,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13003,2026-03-24 16:22,HR,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13004,2026-02-08 16:28,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13005,2026-02-03 23:50,IT,micros0ft-security.com,Malware Delivery,Reported to IT
INC-2026-13006,2026-03-18 5:48,Sales,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13007,2026-03-14 0:59,HR,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-13008,2026-03-23 1:03,Sales,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13009,2026-02-04 8:34,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13010,2026-03-05 20:41,Operations,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13011,2026-01-29 10:20,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-13012,2026-03-11 12:48,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13013,2026-02-19 22:14,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13014,2026-01-19 4:42,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13015,2026-03-01 8:13,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13016,2026-02-24 3:38,HR,secure-bank-login.net,Credential Harvesting,Deleted
INC-2026-13017,2026-03-12 16:18,HR,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13018,2026-03-02 4:46,IT,hr-benefits-portal.org,Credential Harvesting,Clicked Link
INC-2026-13019,2026-01-20 3:50,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13020,2026-03-02 4:10,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13021,2026-01-15 3:25,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13022,2026-02-24 13:37,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13023,2026-03-04 0:11,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13024,2026-01-10 11:38,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13025,2026-03-14 10:44,Finance,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-13026,2026-01-06 4:41,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13027,2026-01-01 21:42,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13028,2026-01-30 21:17,Sales,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13029,2026-02-03 0:38,Sales,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13030,2026-03-23 9:39,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13031,2026-02-01 19:22,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13032,2026-03-07 6:16,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13033,2026-01-10 19:43,IT,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-13034,2026-01-22 0:03,Sales,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-13035,2026-02-05 13:04,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13036,2026-02-16 0:27,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13037,2026-01-09 2:35,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13038,2026-03-28 12:37,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13039,2026-01-27 10:20,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13040,2026-01-14 3:14,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13041,2026-02-02 9:33,HR,hr-benefits-portal.org,Urgent Invoice,Downloaded Attachment
INC-2026-13042,2026-01-08 15:49,Executive,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13043,2026-01-13 21:36,Operations,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-13044,2026-01-13 13:19,Sales,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13045,2026-03-01 19:22,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13046,2026-01-22 11:36,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13047,2026-03-04 15:58,IT,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13048,2026-03-11 17:22,Sales,secure-bank-login.net,Credential Harvesting,Clicked Link
INC-2026-13049,2026-01-14 22:17,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13050,2026-03-07 0:10,Finance,secure-bank-login.net,BEC/Whaling,Clicked Link
INC-2026-13051,2026-03-06 22:53,Finance,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13052,2026-02-20 20:31,Finance,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13053,2026-01-14 19:02,Sales,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13054,2026-02-10 11:51,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13055,2026-02-04 23:00,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13056,2026-02-15 19:27,Executive,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13057,2026-03-09 16:55,IT,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13058,2026-02-21 17:11,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13059,2026-01-21 9:30,Operations,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13060,2026-03-25 6:17,Operations,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13061,2026-02-13 10:43,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13062,2026-01-15 7:52,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13063,2026-03-03 5:49,HR,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13064,2026-01-22 3:43,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13065,2026-01-25 7:20,Sales,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13066,2026-01-30 15:03,HR,micros0ft-security.com,BEC/Whaling,Reported to IT
INC-2026-13067,2026-03-05 1:01,Operations,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13068,2026-03-18 6:16,HR,invoice-processing.co,Credential Harvesting,Clicked Link
INC-2026-13069,2026-03-21 23:14,Finance,hr-benefits-portal.org,Urgent Invoice,Downloaded Attachment
INC-2026-13070,2026-01-04 5:40,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13071,2026-03-26 9:25,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13072,2026-01-09 11:09,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13073,2026-03-11 12:42,HR,micros0ft-security.com,Malware Delivery,Deleted
INC-2026-13074,2026-02-16 10:18,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13075,2026-02-17 19:44,Operations,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-13076,2026-01-16 5:26,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13077,2026-02-09 16:46,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13078,2026-01-16 15:33,HR,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13079,2026-02-07 5:40,Operations,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13080,2026-02-23 10:21,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13081,2026-02-03 11:08,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13082,2026-01-08 15:06,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13083,2026-02-12 7:24,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13084,2026-02-02 3:52,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13085,2026-03-01 19:15,Finance,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13086,2026-03-21 18:24,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13087,2026-01-31 4:28,Finance,micros0ft-security.com,Urgent Invoice,Clicked Link
INC-2026-13088,2026-01-15 18:00,Executive,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13089,2026-01-17 21:26,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13090,2026-02-21 18:46,IT,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13091,2026-03-30 15:16,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13092,2026-01-06 5:12,HR,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13093,2026-02-14 18:44,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13094,2026-02-23 22:11,IT,secure-bank-login.net,BEC/Whaling,Ignored
INC-2026-13095,2026-03-24 20:27,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13096,2026-02-26 5:40,Finance,micros0ft-security.com,Urgent Invoice,Downloaded Attachment
INC-2026-13097,2026-03-27 15:36,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13098,2026-01-17 7:18,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13099,2026-01-28 4:53,Operations,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13100,2026-01-11 6:15,HR,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13101,2026-02-10 11:24,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13102,2026-04-01 5:44,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13103,2026-03-16 16:07,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13104,2026-01-29 1:21,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13105,2026-01-26 9:22,HR,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13106,2026-01-10 4:09,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13107,2026-03-04 7:10,Sales,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-13108,2026-02-22 14:16,Finance,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13109,2026-02-15 18:17,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13110,2026-01-04 9:22,Operations,hr-benefits-portal.org,Malware Delivery,Reported to IT
INC-2026-13111,2026-01-27 20:27,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13112,2026-01-05 23:49,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13113,2026-03-08 5:55,HR,invoice-processing.co,Credential Harvesting,Downloaded Attachment
INC-2026-13114,2026-01-21 1:05,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13115,2026-02-22 17:02,Sales,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-13116,2026-01-14 10:32,Operations,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13117,2026-01-12 15:46,IT,invoice-processing.co,Malware Delivery,Reported to IT
INC-2026-13118,2026-03-24 21:06,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13119,2026-02-04 14:07,HR,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13120,2026-02-25 11:28,IT,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13121,2026-03-11 18:52,Sales,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13122,2026-01-27 17:55,Operations,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13123,2026-03-17 22:41,Executive,micros0ft-security.com,BEC/Whaling,Clicked Link
INC-2026-13124,2026-01-09 1:01,HR,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13125,2026-01-12 13:12,HR,micros0ft-security.com,Credential Harvesting,Downloaded Attachment
INC-2026-13126,2026-01-28 6:35,Sales,micros0ft-security.com,Malware Delivery,Ignored
INC-2026-13127,2026-01-15 4:19,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13128,2026-01-17 22:38,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13129,2026-02-15 23:10,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13130,2026-01-26 18:33,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13131,2026-01-19 16:48,Sales,micros0ft-security.com,Credential Harvesting,Clicked Link
INC-2026-13132,2026-01-28 19:03,IT,micros0ft-security.com,Credential Harvesting,Deleted
INC-2026-13133,2026-01-24 11:39,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13134,2026-03-02 23:23,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13135,2026-01-25 22:43,IT,invoice-processing.co,Credential Harvesting,Ignored
INC-2026-13136,2026-01-09 8:39,Finance,invoice-processing.co,Urgent Invoice,Clicked Link
INC-2026-13137,2026-01-05 16:09,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13138,2026-01-03 9:14,IT,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13139,2026-02-05 23:39,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13140,2026-01-04 22:53,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13141,2026-02-28 5:52,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13142,2026-03-24 18:59,Executive,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13143,2026-04-01 12:52,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13144,2026-02-23 16:41,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13145,2026-03-31 11:12,Finance,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13146,2026-02-03 5:47,Finance,hr-benefits-portal.org,Urgent Invoice,Reported to IT
INC-2026-13147,2026-01-04 18:11,IT,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-13148,2026-02-02 21:40,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13149,2026-01-15 3:11,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13150,2026-01-13 15:16,Finance,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13151,2026-03-03 17:17,IT,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-13152,2026-03-19 11:17,HR,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13153,2026-04-01 20:21,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13154,2026-02-09 4:28,IT,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13155,2026-01-27 17:11,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13156,2026-01-27 4:11,Finance,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13157,2026-02-22 15:43,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13158,2026-01-20 22:16,IT,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13159,2026-01-23 18:10,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13160,2026-03-11 4:40,Sales,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13161,2026-02-12 23:27,HR,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13162,2026-03-14 22:16,Sales,micros0ft-security.com,Credential Harvesting,Ignored
INC-2026-13163,2026-03-01 20:17,IT,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13164,2026-01-19 2:55,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13165,2026-01-09 8:29,Finance,invoice-processing.co,BEC/Whaling,Clicked Link
INC-2026-13166,2026-01-23 18:19,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13167,2026-03-28 16:19,HR,invoice-processing.co,Malware Delivery,Ignored
INC-2026-13168,2026-03-16 6:41,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13169,2026-03-30 16:29,Finance,hr-benefits-portal.org,Malware Delivery,Ignored
INC-2026-13170,2026-01-06 8:47,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13171,2026-01-29 18:45,Operations,micros0ft-security.com,BEC/Whaling,Ignored
INC-2026-13172,2026-01-14 10:26,HR,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13173,2026-01-05 18:11,IT,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13174,2026-01-09 19:10,Finance,micros0ft-security.com,Urgent Invoice,Reported to IT
INC-2026-13175,2026-03-25 10:08,Finance,hr-benefits-portal.org,Urgent Invoice,Ignored
INC-2026-13176,2026-02-27 15:35,Finance,hr-benefits-portal.org,Urgent Invoice,Deleted
INC-2026-13177,2026-02-11 13:35,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13178,2026-01-12 15:18,Operations,secure-bank-login.net,Credential Harvesting,Ignored
INC-2026-13179,2026-01-02 17:15,Sales,micros0ft-security.com,Malware Delivery,Clicked Link
INC-2026-13180,2026-01-01 7:35,Executive,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-13181,2026-01-03 6:18,HR,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13182,2026-03-05 5:42,Finance,hr-benefits-portal.org,BEC/Whaling,Reported to IT
INC-2026-13183,2026-01-19 16:53,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13184,2026-01-23 1:27,HR,micros0ft-security.com,BEC/Whaling,Deleted
INC-2026-13185,2026-02-01 12:31,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13186,2026-01-10 22:42,Finance,hr-benefits-portal.org,Urgent Invoice,Clicked Link
INC-2026-13187,2026-01-30 17:25,Executive,hr-benefits-portal.org,BEC/Whaling,Ignored
INC-2026-13188,2026-03-04 13:13,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13189,2026-03-05 16:47,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13190,2026-01-02 5:30,HR,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13191,2026-03-20 6:12,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13192,2026-03-24 16:52,HR,secure-bank-login.net,Urgent Invoice,Reported to IT
INC-2026-13193,2026-02-17 17:48,Finance,secure-bank-login.net,Urgent Invoice,Clicked Link
INC-2026-13194,2026-01-02 7:57,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13195,2026-03-31 0:58,HR,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13196,2026-01-17 18:04,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13197,2026-02-11 23:15,Finance,invoice-processing.co,Urgent Invoice,Ignored
INC-2026-13198,2026-03-07 9:25,Executive,invoice-processing.co,BEC/Whaling,Reported to IT
INC-2026-13199,2026-02-26 10:15,Operations,secure-bank-login.net,Malware Delivery,Ignored
INC-2026-13200,2026-02-04 20:49,Finance,invoice-processing.co,Urgent Invoice,Reported to IT
INC-2026-13201,2026-03-13 0:31,Finance,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13202,2026-01-10 10:16,Operations,micros0ft-security.com,Urgent Invoice,Ignored
INC-2026-13203,2026-01-18 9:29,Executive,invoice-processing.co,BEC/Whaling,Ignored
INC-2026-13204,2026-03-06 4:23,Finance,micros0ft-security.com,Urgent Invoice,Deleted
INC-2026-13205,2026-03-07 8:22,Executive,secure-bank-login.net,BEC/Whaling,Deleted
INC-2026-13206,2026-02-21 11:58,IT,secure-bank-login.net,Urgent Invoice,Deleted
INC-2026-13207,2026-02-28 9:06,HR,secure-bank-login.net,BEC/Whaling,Reported to IT
INC-2026-13208,2026-01-05 22:46,HR,invoice-processing.co,BEC/Whaling,Deleted
INC-2026-13209,2026-01-25 3:41,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13210,2026-03-17 16:24,IT,invoice-processing.co,Urgent Invoice,Deleted
INC-2026-13211,2026-01-23 8:23,Finance,secure-bank-login.net,Urgent Invoice,Ignored
INC-2026-13212,2026-01-26 21:36,IT,hr-benefits-portal.org,Credential Harvesting,Ignored
INC-2026-13213,2026-01-27 15:36,Finance,invoice-processing.co,BEC/Whaling,Deleted
